time,roll_angle,roll_rate,setpoint,u_cmd,battery_voltage,Kp,Ki,Kd
52.03998947143555,0.0,-1.4524999856948853,90.0,0.0,3.533642530441284,0.8,0.1,0.6
0.17997753620147705,-0.2973867654800415,-1.592499852180481,0.0,1.196819469332695,3.533642530441284,0.8,0.1,0.6
0.2000095397233963,-0.32921338081359863,-0.44624999165534973,0.0,0.5351892113685608,3.532031297683716,0.8,0.1,0.6
0.21997754275798798,-0.36081463098526,-2.4412500858306885,0.0,1.7581920325756073,3.5707030296325684,0.8,0.1,0.6
0.24000954627990723,-0.3877909481525421,-1.347499966621399,0.0,1.1242984980344772,3.536865234375,0.8,0.1,0.6
0.2599775493144989,-0.41555553674697876,-1.96875,0.0,1.5200912952423096,3.5352540016174316,0.8,0.1,0.6
0.28000953793525696,-0.4421900510787964,-1.0762499570846558,0.0,1.0067832469940186,3.5352540016174316,0.8,0.1,0.6
0.29997754096984863,-0.4769064784049988,-1.7062499523162842,0.0,1.4135102927684784,3.532031297683716,0.8,0.1,0.6
0.3200095295906067,-0.5040867924690247,-1.6012500524520874,0.0,1.3732627034187317,3.572314500808716,0.8,0.1,0.6
0.33997753262519836,-0.5339155197143555,-1.277500033378601,0.0,1.2039434909820557,3.5433106422424316,0.8,0.1,0.6
0.3600095510482788,-0.5664060115814209,-1.6537500619888306,0.0,1.4568187296390533,3.5352540016174316,0.8,0.1,0.6
0.3799775242805481,-0.5970587730407715,-1.399999976158142,0.0,1.3302849233150482,3.532031297683716,0.8,0.1,0.6
0.40000954270362854,-0.23746179044246674,35.39374923706055,0.0,-21.033167839050293,3.564257860183716,0.8,0.1,0.6
0.4199775457382202,-0.13034264743328094,-24.263750076293945,0.0,14.675898551940918,3.552978515625,0.8,0.1,0.6
0.44000953435897827,-0.2086290866136551,20.510000228881836,0.0,-12.125306129455566,3.536865234375,0.8,0.1,0.6
0.45997753739356995,-0.27228182554244995,-24.75374984741211,0.0,15.084410905838013,3.540087938308716,0.8,0.1,0.6
0.480009526014328,-0.24875393509864807,23.493749618530273,0.0,-13.882414102554321,3.5352540016174316,0.8,0.1,0.6
0.4999775290489197,-0.408931702375412,-23.80875015258789,0.0,14.628046751022339,3.536865234375,0.8,0.1,0.6
0.5200095176696777,-0.7054079174995422,-4.025000095367432,0.0,2.996388077735901,3.5352540016174316,0.8,0.1,0.6
0.5399775505065918,-0.5605971217155457,-4.016250133514404,0.0,2.8764107823371887,3.536865234375,0.8,0.1,0.6
0.5600095391273499,-0.6928436756134033,4.707499980926514,0.0,-2.250656634569168,3.5787596702575684,0.8,0.1,0.6
0.5799775123596191,-0.6929344534873962,-10.342499732971191,0.0,6.780802011489868,3.532031297683716,0.8,0.1,0.6
0.600009560585022,-0.6982135772705078,8.636250495910645,0.0,-4.6008288860321045,3.533642530441284,0.8,0.1,0.6
0.6199775338172913,-0.7869723439216614,-11.427499771118164,0.0,7.510002851486206,3.5352540016174316,0.8,0.1,0.6
0.6400095224380493,-0.4605264365673065,33.311248779296875,0.0,-19.593483209609985,3.549755811691284,0.8,0.1,0.6
0.6599775552749634,0.13597320020198822,27.09000015258789,0.0,-16.338205337524414,3.548144578933716,0.8,0.1,0.6
0.6800095438957214,-0.3044651746749878,-21.0,0.0,12.868754863739014,3.532031297683716,0.8,0.1,0.6
0.6999775171279907,-0.009709157980978489,10.368749618530273,0.0,-6.1882805824279785,3.536865234375,0.8,0.1,0.6
0.7200095653533936,-0.30163148045539856,-3.4387500286102295,0.0,2.33036071062088,3.532031297683716,0.8,0.1,0.6
0.7399775385856628,-0.12222602963447571,-4.138750076293945,0.0,2.6070809364318848,3.532031297683716,0.8,0.1,0.6
0.7600095272064209,-0.2284228503704071,5.704999923706055,0.0,-3.213755190372467,3.533642530441284,0.8,0.1,0.6
0.779977560043335,0.050835877656936646,13.78125,0.0,-8.283013701438904,3.5352540016174316,0.8,0.1,0.6
0.800009548664093,-0.18343810737133026,-11.970000267028809,0.0,7.355523109436035,3.541699171066284,0.8,0.1,0.6
0.8199775218963623,-0.03988556191325188,3.9987499713897705,0.0,-2.34048992395401,3.541699171066284,0.8,0.1,0.6
0.8400095105171204,-0.1991671770811081,-2.6162500381469727,0.0,1.7563338577747345,3.540087938308716,0.8,0.1,0.6
0.8599775433540344,-0.14793770015239716,-4.025000095367432,0.0,2.5608962774276733,3.5545897483825684,0.8,0.1,0.6
0.8800095319747925,-0.2559935748577118,4.672500133514404,0.0,-2.5706472992897034,3.532031297683716,0.8,0.1,0.6
0.8999775648117065,-0.31605902314186096,-9.362500190734863,0.0,5.899037718772888,3.533642530441284,0.8,0.1,0.6
0.9200095534324646,-0.32411688566207886,-0.4025000035762787,0.0,0.5301317945122719,3.536865234375,0.8,0.1,0.6
0.9399775266647339,-0.33742988109588623,-5.179999828338623,0.0,3.4079569578170776,3.5352540016174316,0.8,0.1,0.6
0.9600095152854919,-0.3504827916622162,1.4787499904632568,0.0,-0.5761497095227242,3.5352540016174316,0.8,0.1,0.6
0.979977548122406,-0.39465469121932983,-1.96875,0.0,1.5284772217273712,3.5352540016174316,0.8,0.1,0.6
1.000009536743164,-0.426798552274704,-1.8987500667572021,0.0,1.5130458772182465,3.5352540016174316,0.8,0.1,0.6
1.0199775695800781,-0.45595860481262207,-2.966249942779541,0.0,2.1777857840061188,3.5835938453674316,0.8,0.1,0.6
1.0400094985961914,-0.17892582714557648,28.393749237060547,0.0,-16.859482526779175,3.533642530441284,0.8,0.1,0.6
1.0599775314331055,0.3315344452857971,22.706249237060547,0.0,-13.856014013290405,3.536865234375,0.8,0.1,0.6
1.0800095796585083,-0.04880428686738014,-16.581249237060547,0.0,10.020854473114014,3.532031297683716,0.8,0.1,0.6
1.0999774932861328,0.21322040259838104,8.601249694824219,0.0,-5.298691391944885,3.5352540016174316,0.8,0.1,0.6
1.1200095415115356,-0.05075520649552345,-6.746250152587891,0.0,4.121090769767761,3.5545897483825684,0.8,0.1,0.6
