time,roll_angle,roll_rate,setpoint,u_cmd,battery_voltage,Kp,Ki,Kd
73.53997802734375,0.0,-1.6012500524520874,90.0,0.0,3.572314500808716,1.0,0.1,0.4
0.15997536480426788,2.664973735809326,-73.54374694824219,0.0,26.743972301483154,3.532031297683716,1.0,0.1,0.4
0.17994335293769836,2.097804546356201,58.275001525878906,0.0,-25.420551300048828,3.5304198265075684,1.0,0.1,0.4
0.19997535645961761,3.521876573562622,-14.988751411437988,0.0,2.4538326263427734,3.52880859375,1.0,0.1,0.4
0.2199433594942093,1.9964781999588013,-14.244999885559082,0.0,3.6777374148368835,3.52880859375,1.0,0.1,0.4
0.23997536301612854,3.3850855827331543,27.37874984741211,0.0,-14.367139339447021,3.52880859375,1.0,0.1,0.4
0.2599433660507202,2.0719168186187744,-34.991249084472656,0.0,11.88988447189331,3.532031297683716,1.0,0.1,0.4
0.27997535467147827,3.5984175205230713,76.48374938964844,0.0,-34.233810901641846,3.5304198265075684,1.0,0.1,0.4
0.29994335770606995,3.2710232734680176,-66.3862533569336,0.0,23.235039710998535,3.52880859375,1.0,0.1,0.4
0.319975346326828,3.4778566360473633,53.243751525878906,0.0,-24.830749034881592,3.536865234375,1.0,0.1,0.4
0.3399433493614197,3.2540314197540283,-48.693748474121094,0.0,16.161566972732544,3.5304198265075684,1.0,0.1,0.4
0.3599753677845001,3.4131064414978027,39.99625015258789,0.0,-19.48033332824707,3.5304198265075684,1.0,0.1,0.4
0.3799433708190918,3.1945807933807373,-38.42124938964844,0.0,12.098802328109741,3.532031297683716,1.0,0.1,0.4
0.39997535943984985,3.3702611923217773,31.552499771118164,0.0,-16.07311725616455,3.532031297683716,1.0,0.1,0.4
0.41994336247444153,3.4999401569366455,6.361249923706055,0.0,-6.133296489715576,3.525585889816284,1.0,0.1,0.4
0.4399753510951996,3.147479772567749,-4.418749809265137,0.0,-1.4751316606998444,3.5304198265075684,1.0,0.1,0.4
0.45994335412979126,3.3018343448638916,-2.765000104904175,0.0,-2.2975897789001465,3.532031297683716,1.0,0.1,0.4
0.4799753725528717,3.0990207195281982,3.403749942779541,0.0,-4.568473994731903,3.5271973609924316,1.0,0.1,0.4
0.499943345785141,3.1852047443389893,-8.837499618530273,0.0,0.23547111079096794,3.532031297683716,1.0,0.1,0.4
0.5199753642082214,2.7359137535095215,-29.102500915527344,0.0,8.785290718078613,3.5352540016174316,1.0,0.1,0.4
0.5399433374404907,2.5912835597991943,12.976249694824219,0.0,-7.9067617654800415,3.532031297683716,1.0,0.1,0.4
0.5599753856658936,2.460780620574951,-25.77750015258789,0.0,7.720319628715515,3.5304198265075684,1.0,0.1,0.4
0.5799433588981628,2.218865394592285,16.40625,0.0,-8.91570270061493,3.5304198265075684,1.0,0.1,0.4
0.5999753475189209,1.8928873538970947,-35.17499923706055,0.0,12.038989067077637,3.5304198265075684,1.0,0.1,0.4
0.619943380355835,1.9179240465164185,7.489999771118164,0.0,-5.055882930755615,3.5626463890075684,1.0,0.1,0.4
0.639975368976593,1.6156212091445923,-19.145000457763672,0.0,5.897188782691956,3.532031297683716,1.0,0.1,0.4
0.6599433422088623,1.3003370761871338,-16.983749389648438,0.0,5.34537136554718,3.532031297683716,1.0,0.1,0.4
0.6799753308296204,1.2402796745300293,-1.96875,0.0,-0.6030511856079102,3.5304198265075684,1.0,0.1,0.4
0.6999433636665344,0.7752885222434998,-44.48500061035156,0.0,16.866888999938965,3.52880859375,1.0,0.1,0.4
0.7199753522872925,0.6025134325027466,24.517499923706055,0.0,-10.562540292739868,3.532031297683716,1.0,0.1,0.4
0.7399433851242065,0.23771309852600098,-49.65625,0.0,19.47128415107727,3.541699171066284,1.0,0.1,0.4
